epoch,epoch_time,step,train_acc,train_loss,val_acc,val_loss
0,,99,,,0.9003735780715942,0.22677744925022125
0,2.1731348037719727,99,0.8348537087440491,0.3946150243282318,,
1,,199,,,0.9452054500579834,0.14332468807697296
1,1.992136001586914,199,0.9336269497871399,0.17306800186634064,,
2,,299,,,0.9476961493492126,0.12906602025032043
2,0.700509786605835,299,0.9468386173248291,0.14634844660758972,,
3,,399,,,0.968866765499115,0.11316341906785965
3,2.5235395431518555,399,0.9554891586303711,0.12305057793855667,,
4,,499,,,0.9651307463645935,0.09964418411254883
4,2.2634828090667725,499,0.9605221748352051,0.1126755028963089,,
5,,599,,,0.9738480448722839,0.07973358780145645
5,2.297020196914673,599,0.9657124876976013,0.10178244113922119,,
6,,699,,,0.9726027250289917,0.07107207924127579
6,2.3307344913482666,699,0.9668134450912476,0.09941145032644272,,
7,,799,,,0.9775840640068054,0.07357628643512726
7,2.4033560752868652,799,0.9693299531936646,0.08706411719322205,,
8,,899,,,0.9701120853424072,0.07107005268335342
8,2.201615810394287,899,0.9745202660560608,0.08089340478181839,,
9,,999,,,0.9800747036933899,0.06500814855098724
9,2.3762595653533936,999,0.9709028005599976,0.082478366792202,,
10,,1099,,,0.9788293838500977,0.05752908065915108
10,2.3815505504608154,1099,0.9770368337631226,0.07148858159780502,,
11,,1199,,,0.9838107228279114,0.05352945253252983
11,2.2432925701141357,1199,0.9731047749519348,0.07455476373434067,,
12,,1299,,,0.9813200235366821,0.06297837942838669
12,2.1641929149627686,1299,0.978766918182373,0.06365324556827545,,
13,,1399,,,0.9863013625144958,0.046180449426174164
13,2.544921875,1399,0.980811595916748,0.06124970689415932,,
14,,1499,,,0.9800747036933899,0.048329394310712814
14,2.1780316829681396,1499,0.9809688329696655,0.05644335597753525,,
15,,1599,,,0.9825654029846191,0.05084114521741867
15,1.093813180923462,1599,0.9801824688911438,0.05510775372385979,,
16,,1699,,,0.9850560426712036,0.04599367827177048
16,2.3381733894348145,1699,0.9819125533103943,0.05715312063694,,
17,,1799,,,0.9863013625144958,0.040362659841775894
17,2.1532182693481445,1799,0.982856273651123,0.05108730494976044,,
18,,1899,,,0.9850560426712036,0.042551033198833466
18,2.6034743785858154,1899,0.9811261296272278,0.05712089687585831,,
19,,1999,,,0.9863013625144958,0.03450550511479378
19,2.020033836364746,1999,0.9864737391471863,0.0416237972676754,,
