epoch,epoch_time,step,train_acc,train_loss,val_acc,val_loss
0,,99,,,0.8829389810562134,0.31528016924858093
0,2.1131715774536133,99,0.7901855707168579,0.4949156939983368,,
1,,199,,,0.936488151550293,0.19631327688694
1,2.702075242996216,199,0.9116074442863464,0.2376868575811386,,
2,,299,,,0.9464508295059204,0.1521017998456955
2,3.120960235595703,299,0.9424347281455994,0.16865289211273193,,
3,,399,,,0.962640106678009,0.11924286931753159
3,3.265322208404541,399,0.9523435235023499,0.13949909806251526,,
4,,499,,,0.9638854265213013,0.10993822664022446
4,2.4747257232666016,499,0.9584774971008301,0.11898615211248398,,
5,,599,,,0.9576587677001953,0.11114170402288437
5,1.0772194862365723,599,0.9638251066207886,0.10980547219514847,,
6,,699,,,0.9589040875434875,0.10665559023618698
6,2.273914098739624,699,0.9641396403312683,0.10435780137777328,,
7,,799,,,0.9613947868347168,0.09996406733989716
7,2.423945188522339,799,0.9658697843551636,0.09821051359176636,,
8,,899,,,0.9576587677001953,0.11312523484230042
8,2.4755518436431885,899,0.9658697843551636,0.0959024429321289,,
9,,999,,,0.9726027250289917,0.09173401445150375
9,2.3774795532226562,999,0.9642969369888306,0.0968334823846817,,
10,,1099,,,0.962640106678009,0.1011420488357544
10,2.247910976409912,1099,0.9671280384063721,0.09198758006095886,,
11,,1199,,,0.9701120853424072,0.08013531565666199
11,2.4429662227630615,1199,0.970588207244873,0.08621931821107864,,
12,,1299,,,0.9738480448722839,0.07231675088405609
12,2.502392292022705,1299,0.9715319275856018,0.07968012243509293,,
13,,1399,,,0.9738480448722839,0.06514149159193039
13,2.330881357192993,1399,0.9709028005599976,0.07852637022733688,,
14,,1499,,,0.9763387441635132,0.06814337521791458
14,2.4697203636169434,1499,0.9691727161407471,0.08227135241031647,,
15,,1599,,,0.975093424320221,0.06605502963066101
15,2.3851590156555176,1599,0.9745202660560608,0.07408960163593292,,
16,,1699,,,0.9738480448722839,0.06366486847400665
16,2.3319854736328125,1699,0.9765649437904358,0.06856613606214523,,
17,,1799,,,0.9738480448722839,0.07266328483819962
17,1.094745397567749,1799,0.976250410079956,0.06898097693920135,,
18,,1899,,,0.975093424320221,0.06284945458173752
18,2.2370519638061523,1899,0.9764076471328735,0.06551377475261688,,
19,,1999,,,0.9838107228279114,0.05733274668455124
19,2.59218168258667,1999,0.978766918182373,0.06156083196401596,,
20,,2099,,,0.9638854265213013,0.08956047147512436
20,2.54481840133667,2099,0.9773513674736023,0.06190228834748268,,
21,,2199,,,0.9825654029846191,0.0591750405728817
21,2.353915214538574,2199,0.9781377911567688,0.05989788845181465,,
22,,2299,,,0.9763387441635132,0.06097699701786041
22,2.6516759395599365,2299,0.9804970026016235,0.058853887021541595,,
23,,2399,,,0.9813200235366821,0.054907869547605515
23,2.877371072769165,2399,0.979238748550415,0.056446973234415054,,
24,,2499,,,0.9813200235366821,0.05367634817957878
24,2.825901985168457,2499,0.979710578918457,0.05474705994129181,,
