epoch,epoch_time,step,train_acc,train_loss,val_acc,val_loss
0,,99,,,0.9551681280136108,0.1583295315504074
0,2.1009325981140137,99,0.8674111366271973,0.3365616798400879,,
1,,199,,,0.9613947868347168,0.12548567354679108
1,2.28037691116333,199,0.9477823376655579,0.14740006625652313,,
2,,299,,,0.9701120853424072,0.10826600342988968
2,2.4548630714416504,299,0.9543882012367249,0.1262253075838089,,
3,,399,,,0.9701120853424072,0.09017166495323181
3,2.7092225551605225,399,0.9605221748352051,0.11461664736270905,,
4,,499,,,0.9713574051856995,0.08480247110128403
4,2.2963311672210693,499,0.9625668525695801,0.10742832720279694,,
5,,599,,,0.9701120853424072,0.07991458475589752
5,2.3230459690093994,599,0.9671280384063721,0.0930771753191948,,
6,,699,,,0.9763387441635132,0.07215974479913712
6,2.7192423343658447,699,0.9712173342704773,0.09112614393234253,,
7,,799,,,0.968866765499115,0.0806131586432457
7,2.5208938121795654,799,0.9729474782943726,0.08023632317781448,,
8,,899,,,0.9663760662078857,0.09285655617713928
8,2.23037052154541,899,0.9749921560287476,0.07759983837604523,,
9,,999,,,0.9775840640068054,0.07007834315299988
9,0.9246995449066162,999,0.976250410079956,0.07722480595111847,,
10,,1099,,,0.9738480448722839,0.07180921733379364
10,2.335421562194824,1099,0.9786096215248108,0.07050029188394547,,
11,,1199,,,0.9825654029846191,0.05782272666692734
11,3.284775495529175,1199,0.978295087814331,0.06373272091150284,,
12,,1299,,,0.9825654029846191,0.050446901470422745
12,3.0077996253967285,1299,0.9781377911567688,0.06437604129314423,,
13,,1399,,,0.9850560426712036,0.04944094642996788
13,2.740978240966797,1399,0.980811595916748,0.059348415583372116,,
14,,1499,,,0.9775840640068054,0.06711780279874802
14,3.3313496112823486,1499,0.979238748550415,0.060299210250377655,,
15,,1599,,,0.9813200235366821,0.04821815341711044
15,2.9312143325805664,1599,0.9803397059440613,0.05514586716890335,,
16,,1699,,,0.9813200235366821,0.04983916133642197
16,2.3834214210510254,1699,0.9825416803359985,0.05358541011810303,,
17,,1799,,,0.975093424320221,0.07483445107936859
17,2.3383944034576416,1799,0.9795533418655396,0.05555427446961403,,
18,,1899,,,0.9788293838500977,0.05033554509282112
18,2.397366523742676,1899,0.9845863580703735,0.04498794674873352,,
19,,1999,,,0.9875466823577881,0.041092898696660995
19,2.2967984676361084,1999,0.9849008917808533,0.04599731042981148,,
